ID_Venda,Data,ID_Cliente,ID_Produto,Quantidade,Canal_Venda,Produto,Categoria,Preco_Unitario,Custo_Unitario,Valor_Total,Custo_Total,Lucro
9848,2021-04-02,2460,4,4,Online,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,16005.28,9633.72,6371.560000000001
9849,2024-09-07,1506,16,7,Loja Física,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,48408.920000000006,33663.84,14745.080000000009
9850,2021-08-29,485,3,7,Online,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,12784.94,7128.03,5656.910000000001
9851,2024-12-03,2488,17,6,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,3280.0199999999995,2245.2599999999998,1034.7599999999998
9852,2022-05-03,1008,12,1,Loja Física,Teclado Mecânico Redragon,Informática,1629.36,1125.69,1629.36,1125.69,503.66999999999985
9853,2025-03-29,2488,11,3,Loja Física,Mouse Logitech MX Master,Informática,5112.4,3396.06,15337.199999999999,10188.18,5149.019999999999
9854,2025-08-21,2498,21,2,Loja Física,Lava e Seca Samsung 11kg,Eletrodomésticos,7766.06,4873.27,15532.12,9746.54,5785.58
9855,2022-03-30,2092,5,1,Loja Física,TV Box Xiaomi Mi S,Eletrônicos,7523.39,4542.05,7523.39,4542.05,2981.34
9856,2025-05-05,2092,28,4,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,24912.56,15270.52,9642.04
9857,2023-05-23,381,19,1,Online,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,5102.69,3248.45,1854.2399999999998
9858,2025-03-04,946,10,6,Loja Física,Notebook Lenovo ThinkPad i5,Informática,6720.74,3840.64,40324.44,23043.84,17280.600000000002
9859,2022-08-24,1823,25,4,Loja Física,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,16469.68,9491.48,6978.200000000001
9860,2021-07-24,2204,24,3,Online,Sofá Retrátil 3 Lugares,Móveis,3375.09,2300.64,10125.27,6901.92,3223.3500000000004
9861,2023-05-21,1241,4,1,Online,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,4001.32,2408.43,1592.8900000000003
9862,2022-02-26,186,7,5,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,29801.550000000003,16744.15,13057.400000000001
9863,2022-07-27,2149,3,5,Online,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,9132.1,5091.45,4040.6500000000005
9864,2021-12-25,1250,11,6,Loja Física,Mouse Logitech MX Master,Informática,5112.4,3396.06,30674.399999999998,20376.36,10298.039999999997
9865,2025-11-19,1897,6,1,Online,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,7634.42,5273.24,2361.1800000000003
9866,2024-01-20,2924,5,4,Loja Física,TV Box Xiaomi Mi S,Eletrônicos,7523.39,4542.05,30093.56,18168.2,11925.36
9867,2025-03-18,1791,13,2,Online,Monitor LG 27'' IPS,Informática,5017.08,2994.25,10034.16,5988.5,4045.66
9868,2024-10-21,932,8,7,Online,Console Xbox Series X,Eletrônicos,4071.16,2400.49,28498.12,16803.43,11694.689999999999
9869,2021-12-30,2604,26,7,Online,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,13613.11,9351.44,4261.67
9870,2021-11-16,1487,9,6,Online,Notebook Dell Inspiron i7,Informática,1086.29,653.25,6517.74,3919.5,2598.24
9871,2021-06-04,2452,1,7,Loja Física,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,48462.54,29715.0,18747.54
9872,2024-08-23,2446,18,1,Online,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,4326.85,2981.92,1344.9300000000003
9873,2023-07-23,2447,17,4,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,2186.68,1496.84,689.8399999999999
9874,2021-08-02,2250,24,6,Loja Física,Sofá Retrátil 3 Lugares,Móveis,3375.09,2300.64,20250.54,13803.84,6446.700000000001
9875,2025-07-23,1526,22,6,Online,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,28584.96,16798.44,11786.52
9876,2023-02-05,128,20,3,Loja Física,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,10350.210000000001,6035.25,4314.960000000001
9877,2022-02-05,2898,26,4,Online,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,7778.92,5343.68,2435.24
9878,2023-04-04,1971,17,4,Online,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,2186.68,1496.84,689.8399999999999
9879,2020-07-01,887,12,7,Online,Teclado Mecânico Redragon,Informática,1629.36,1125.69,11405.519999999999,7879.83,3525.6899999999987
9880,2021-04-16,562,17,3,Online,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,1640.0099999999998,1122.6299999999999,517.3799999999999
9881,2021-01-10,1839,27,5,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,25165.65,15178.65,9987.000000000002
9882,2024-03-04,1447,8,6,Online,Console Xbox Series X,Eletrônicos,4071.16,2400.49,24426.96,14402.939999999999,10024.02
9883,2023-01-19,1114,10,4,Online,Notebook Lenovo ThinkPad i5,Informática,6720.74,3840.64,26882.96,15362.56,11520.4
9884,2023-09-22,1711,29,7,Online,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,43893.15,30597.0,13296.150000000001
9885,2021-12-26,796,28,1,Loja Física,Rack para TV até 65'',Móveis,6228.14,3817.63,6228.14,3817.63,2410.51
9886,2020-02-05,2460,29,7,Online,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,43893.15,30597.0,13296.150000000001
9887,2025-06-27,124,19,6,Loja Física,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,30616.14,19490.699999999997,11125.440000000002
9888,2025-05-12,148,13,7,Loja Física,Monitor LG 27'' IPS,Informática,5017.08,2994.25,35119.56,20959.75,14159.809999999998
9889,2023-03-31,709,11,7,Online,Mouse Logitech MX Master,Informática,5112.4,3396.06,35786.799999999996,23772.42,12014.379999999997
9890,2022-03-01,1552,21,6,Loja Física,Lava e Seca Samsung 11kg,Eletrodomésticos,7766.06,4873.27,46596.36,29239.620000000003,17356.739999999998
9891,2025-06-02,744,23,2,Loja Física,Freezer Vertical Consul,Eletrodomésticos,5877.12,3587.57,11754.24,7175.14,4579.099999999999
9892,2021-08-18,1228,4,6,Online,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,24007.920000000002,14450.579999999998,9557.340000000004
9893,2022-10-12,2867,27,2,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,10066.26,6071.46,3994.8
9894,2024-09-29,580,7,5,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,29801.550000000003,16744.15,13057.400000000001
9895,2023-11-26,913,22,6,Online,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,28584.96,16798.44,11786.52
9896,2021-05-12,2203,4,6,Loja Física,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,24007.920000000002,14450.579999999998,9557.340000000004
9897,2023-12-16,1974,9,5,Loja Física,Notebook Dell Inspiron i7,Informática,1086.29,653.25,5431.45,3266.25,2165.2
9898,2022-04-10,496,28,1,Loja Física,Rack para TV até 65'',Móveis,6228.14,3817.63,6228.14,3817.63,2410.51
9899,2023-02-05,1769,1,4,Online,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,27692.88,16980.0,10712.880000000001
9900,2025-04-16,825,6,5,Online,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,38172.1,26366.199999999997,11805.900000000001
9901,2024-05-03,1395,21,2,Online,Lava e Seca Samsung 11kg,Eletrodomésticos,7766.06,4873.27,15532.12,9746.54,5785.58
9902,2024-11-06,1055,17,7,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,3826.6899999999996,2619.47,1207.2199999999998
9903,2021-06-09,1862,12,5,Online,Teclado Mecânico Redragon,Informática,1629.36,1125.69,8146.799999999999,5628.450000000001,2518.3499999999985
9904,2022-02-18,1865,9,1,Online,Notebook Dell Inspiron i7,Informática,1086.29,653.25,1086.29,653.25,433.03999999999996
9905,2021-12-31,908,10,5,Online,Notebook Lenovo ThinkPad i5,Informática,6720.74,3840.64,33603.7,19203.2,14400.499999999996
9906,2023-08-08,2501,22,5,Online,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,23820.8,13998.699999999999,9822.1
9907,2024-02-12,1448,12,5,Loja Física,Teclado Mecânico Redragon,Informática,1629.36,1125.69,8146.799999999999,5628.450000000001,2518.3499999999985
9908,2023-11-16,2013,21,5,Loja Física,Lava e Seca Samsung 11kg,Eletrodomésticos,7766.06,4873.27,38830.3,24366.350000000002,14463.95
9909,2023-09-29,861,14,1,Loja Física,Impressora HP LaserJet,Informática,4354.16,2728.75,4354.16,2728.75,1625.4099999999999
9910,2021-01-30,1116,4,6,Online,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,24007.920000000002,14450.579999999998,9557.340000000004
9911,2025-09-21,1324,28,1,Loja Física,Rack para TV até 65'',Móveis,6228.14,3817.63,6228.14,3817.63,2410.51
9912,2021-06-19,913,12,7,Online,Teclado Mecânico Redragon,Informática,1629.36,1125.69,11405.519999999999,7879.83,3525.6899999999987
9913,2025-12-16,732,6,7,Online,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,53440.94,36912.68,16528.260000000002
9914,2021-05-24,1747,18,2,Loja Física,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,8653.7,5963.84,2689.8600000000006
9915,2025-09-05,963,17,6,Online,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,3280.0199999999995,2245.2599999999998,1034.7599999999998
9916,2024-06-27,1330,7,7,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,41722.170000000006,23441.809999999998,18280.360000000008
9917,2020-07-17,196,19,3,Online,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,15308.07,9745.349999999999,5562.720000000001
9918,2020-03-18,2740,8,7,Loja Física,Console Xbox Series X,Eletrônicos,4071.16,2400.49,28498.12,16803.43,11694.689999999999
9919,2025-06-29,542,22,5,Online,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,23820.8,13998.699999999999,9822.1
9920,2025-09-10,362,2,5,Online,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,32037.800000000003,18515.65,13522.150000000001
9921,2023-03-07,2077,3,4,Online,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,7305.68,4073.16,3232.5200000000004
9922,2020-03-20,1438,3,5,Loja Física,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,9132.1,5091.45,4040.6500000000005
9923,2023-09-16,1263,28,4,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,24912.56,15270.52,9642.04
9924,2024-11-11,2955,22,6,Online,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,28584.96,16798.44,11786.52
9925,2024-03-29,321,6,2,Loja Física,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,15268.84,10546.48,4722.360000000001
9926,2023-10-19,1689,13,3,Loja Física,Monitor LG 27'' IPS,Informática,5017.08,2994.25,15051.24,8982.75,6068.49
9927,2024-02-14,1371,18,7,Online,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,30287.950000000004,20873.440000000002,9414.510000000002
9928,2022-05-09,1929,7,1,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,5960.31,3348.83,2611.4800000000005
9929,2021-01-03,1226,7,6,Loja Física,Console PlayStation 5,Eletrônicos,5960.31,3348.83,35761.86,20092.98,15668.880000000001
9930,2023-04-27,2659,13,1,Loja Física,Monitor LG 27'' IPS,Informática,5017.08,2994.25,5017.08,2994.25,2022.83
9931,2022-01-18,1951,25,3,Online,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,12352.26,7118.61,5233.650000000001
9932,2025-04-14,2718,29,7,Loja Física,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,43893.15,30597.0,13296.150000000001
9933,2020-02-03,1323,3,1,Loja Física,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,1826.42,1018.29,808.1300000000001
9934,2021-03-22,2276,18,6,Online,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,25961.100000000002,17891.52,8069.580000000002
9935,2025-05-16,1024,17,7,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,3826.6899999999996,2619.47,1207.2199999999998
9936,2022-09-27,881,9,5,Online,Notebook Dell Inspiron i7,Informática,1086.29,653.25,5431.45,3266.25,2165.2
9937,2022-06-22,1911,7,3,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,17880.93,10046.49,7834.4400000000005
9938,2021-03-11,830,20,7,Online,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,24150.49,14082.25,10068.240000000002
9939,2021-11-28,2861,12,2,Loja Física,Teclado Mecânico Redragon,Informática,1629.36,1125.69,3258.72,2251.38,1007.3399999999997
9940,2024-10-12,1181,17,3,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,1640.0099999999998,1122.6299999999999,517.3799999999999
9941,2022-11-08,1546,21,6,Online,Lava e Seca Samsung 11kg,Eletrodomésticos,7766.06,4873.27,46596.36,29239.620000000003,17356.739999999998
9942,2023-06-12,1096,26,7,Loja Física,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,13613.11,9351.44,4261.67
9943,2021-07-20,2019,27,1,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,5033.13,3035.73,1997.4
9944,2025-07-27,2292,28,1,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,6228.14,3817.63,2410.51
9945,2025-05-27,1583,15,5,Loja Física,SSD Kingston 1TB NVMe,Informática,5336.48,3570.73,26682.399999999998,17853.65,8828.749999999996
9946,2023-03-13,1539,25,4,Online,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,16469.68,9491.48,6978.200000000001
9947,2023-11-15,1594,12,1,Online,Teclado Mecânico Redragon,Informática,1629.36,1125.69,1629.36,1125.69,503.66999999999985
9948,2025-08-28,646,2,2,Online,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,12815.12,7406.26,5408.860000000001
9949,2022-03-02,1150,2,5,Online,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,32037.800000000003,18515.65,13522.150000000001
9950,2023-11-07,2824,7,2,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,11920.62,6697.66,5222.960000000001
9951,2025-11-25,2570,24,2,Loja Física,Sofá Retrátil 3 Lugares,Móveis,3375.09,2300.64,6750.18,4601.28,2148.9000000000005
9952,2021-08-26,410,6,2,Loja Física,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,15268.84,10546.48,4722.360000000001
9953,2020-08-23,61,27,5,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,25165.65,15178.65,9987.000000000002
9954,2020-04-12,2018,15,5,Online,SSD Kingston 1TB NVMe,Informática,5336.48,3570.73,26682.399999999998,17853.65,8828.749999999996
9955,2022-12-25,1733,18,1,Loja Física,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,4326.85,2981.92,1344.9300000000003
9956,2022-12-18,1460,26,4,Online,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,7778.92,5343.68,2435.24
9957,2023-08-12,2727,25,5,Online,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,20587.1,11864.349999999999,8722.75
9958,2025-12-18,1446,16,2,Online,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,13831.12,9618.24,4212.880000000001
9959,2021-02-26,143,6,6,Loja Física,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,45806.520000000004,31639.44,14167.080000000005
9960,2021-12-31,579,7,5,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,29801.550000000003,16744.15,13057.400000000001
9961,2022-10-21,2254,7,6,Loja Física,Console PlayStation 5,Eletrônicos,5960.31,3348.83,35761.86,20092.98,15668.880000000001
9962,2020-05-30,273,27,3,Loja Física,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,15099.39,9107.19,5992.199999999999
9963,2025-01-11,2745,15,5,Online,SSD Kingston 1TB NVMe,Informática,5336.48,3570.73,26682.399999999998,17853.65,8828.749999999996
9964,2025-05-14,1465,14,1,Loja Física,Impressora HP LaserJet,Informática,4354.16,2728.75,4354.16,2728.75,1625.4099999999999
9965,2020-11-24,941,26,5,Loja Física,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,9723.65,6679.6,3044.0499999999993
9966,2021-09-09,1632,6,2,Loja Física,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,15268.84,10546.48,4722.360000000001
9967,2025-11-14,1144,15,3,Online,SSD Kingston 1TB NVMe,Informática,5336.48,3570.73,16009.439999999999,10712.19,5297.249999999998
9968,2022-08-27,1340,27,5,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,25165.65,15178.65,9987.000000000002
9969,2021-08-13,2589,14,2,Loja Física,Impressora HP LaserJet,Informática,4354.16,2728.75,8708.32,5457.5,3250.8199999999997
9970,2020-11-25,2537,26,7,Loja Física,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,13613.11,9351.44,4261.67
9971,2025-10-27,210,6,6,Online,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,45806.520000000004,31639.44,14167.080000000005
9972,2020-01-06,2348,9,4,Online,Notebook Dell Inspiron i7,Informática,1086.29,653.25,4345.16,2613.0,1732.1599999999999
9973,2021-03-17,2493,29,6,Loja Física,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,37622.7,26226.0,11396.699999999997
9974,2021-06-08,202,27,5,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,25165.65,15178.65,9987.000000000002
9975,2025-10-21,497,3,7,Online,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,12784.94,7128.03,5656.910000000001
9976,2023-08-20,765,23,4,Loja Física,Freezer Vertical Consul,Eletrodomésticos,5877.12,3587.57,23508.48,14350.28,9158.199999999999
9977,2023-07-28,2965,24,2,Online,Sofá Retrátil 3 Lugares,Móveis,3375.09,2300.64,6750.18,4601.28,2148.9000000000005
9978,2020-01-03,740,1,1,Online,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,6923.22,4245.0,2678.2200000000003
9979,2020-10-01,907,20,4,Online,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,13800.28,8047.0,5753.280000000001
9980,2020-06-29,2509,7,3,Loja Física,Console PlayStation 5,Eletrônicos,5960.31,3348.83,17880.93,10046.49,7834.4400000000005
9981,2024-03-16,2601,15,7,Online,SSD Kingston 1TB NVMe,Informática,5336.48,3570.73,37355.36,24995.11,12360.25
9982,2023-12-25,150,29,7,Online,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,43893.15,30597.0,13296.150000000001
9983,2024-04-20,2072,12,7,Online,Teclado Mecânico Redragon,Informática,1629.36,1125.69,11405.519999999999,7879.83,3525.6899999999987
9984,2025-04-23,2822,19,2,Online,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,10205.38,6496.9,3708.4799999999996
9985,2021-04-30,2231,10,6,Loja Física,Notebook Lenovo ThinkPad i5,Informática,6720.74,3840.64,40324.44,23043.84,17280.600000000002
9986,2024-03-23,2776,28,2,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,12456.28,7635.26,4821.02
9987,2022-02-12,1134,23,2,Online,Freezer Vertical Consul,Eletrodomésticos,5877.12,3587.57,11754.24,7175.14,4579.099999999999
9988,2024-04-25,1909,27,4,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,20132.52,12142.92,7989.6
9989,2020-07-09,668,1,1,Online,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,6923.22,4245.0,2678.2200000000003
9990,2023-02-27,1385,19,6,Loja Física,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,30616.14,19490.699999999997,11125.440000000002
9991,2020-11-02,2087,16,5,Online,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,34577.8,24045.6,10532.200000000004
9992,2021-12-21,2711,28,3,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,18684.420000000002,11452.89,7231.5300000000025
9993,2023-01-12,2887,18,1,Online,Geladeira Electrolux Duplex,Eletrodomésticos,4326.85,2981.92,4326.85,2981.92,1344.9300000000003
9994,2022-06-18,266,9,4,Loja Física,Notebook Dell Inspiron i7,Informática,1086.29,653.25,4345.16,2613.0,1732.1599999999999
9995,2024-05-01,2081,7,7,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,41722.170000000006,23441.809999999998,18280.360000000008
9996,2025-10-31,2930,29,6,Online,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,37622.7,26226.0,11396.699999999997
9997,2025-09-23,36,22,7,Online,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,33349.119999999995,19598.18,13750.939999999995
9998,2021-03-20,1394,6,3,Online,Projetor Epson Full HD,Eletrônicos,7634.42,5273.24,22903.260000000002,15819.72,7083.540000000003
9999,2024-01-17,2398,26,2,Online,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,3889.46,2671.84,1217.62
10000,2025-11-27,649,24,4,Online,Sofá Retrátil 3 Lugares,Móveis,3375.09,2300.64,13500.36,9202.56,4297.800000000001
10001,2021-01-01,1782,29,2,Online,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,12540.9,8742.0,3798.8999999999996
10002,2025-09-29,285,1,3,Loja Física,Smart TV Samsung 55'' 4K,Eletrônicos,6923.22,4245.0,20769.66,12735.0,8034.66
10003,2022-03-22,587,3,1,Loja Física,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,1826.42,1018.29,808.1300000000001
10004,2024-04-18,1768,22,3,Online,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,14292.48,8399.22,5893.26
10005,2021-01-17,443,22,4,Loja Física,Máquina de Lavar LG 12kg,Eletrodomésticos,4764.16,2799.74,19056.64,11198.96,7857.68
10006,2022-06-20,1625,3,4,Online,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,7305.68,4073.16,3232.5200000000004
10007,2021-10-04,2221,20,4,Loja Física,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,13800.28,8047.0,5753.280000000001
10008,2024-02-17,718,16,3,Loja Física,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,20746.68,14427.36,6319.32
10009,2023-10-15,530,29,7,Online,Cama Box Queen Ortobom,Móveis,6270.45,4371.0,43893.15,30597.0,13296.150000000001
10010,2025-12-07,170,9,4,Loja Física,Notebook Dell Inspiron i7,Informática,1086.29,653.25,4345.16,2613.0,1732.1599999999999
10011,2025-09-09,1235,19,3,Online,Fogão Consul 5 Bocas,Eletrodomésticos,5102.69,3248.45,15308.07,9745.349999999999,5562.720000000001
10012,2025-04-28,2325,7,4,Loja Física,Console PlayStation 5,Eletrônicos,5960.31,3348.83,23841.24,13395.32,10445.920000000002
10013,2021-07-02,1286,25,7,Online,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,28821.940000000002,16610.09,12211.850000000002
10014,2022-07-18,2740,16,3,Loja Física,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,20746.68,14427.36,6319.32
10015,2023-03-09,173,11,6,Online,Mouse Logitech MX Master,Informática,5112.4,3396.06,30674.399999999998,20376.36,10298.039999999997
10016,2022-01-27,801,4,4,Loja Física,Home Theater Sony 5.1,Eletrônicos,4001.32,2408.43,16005.28,9633.72,6371.560000000001
10017,2023-08-05,2752,25,6,Loja Física,Mesa de Jantar 6 Lugares,Móveis,4117.42,2372.87,24704.52,14237.22,10467.300000000001
10018,2024-07-06,2581,21,5,Loja Física,Lava e Seca Samsung 11kg,Eletrodomésticos,7766.06,4873.27,38830.3,24366.350000000002,14463.95
10019,2025-12-20,1290,8,3,Loja Física,Console Xbox Series X,Eletrônicos,4071.16,2400.49,12213.48,7201.469999999999,5012.01
10020,2025-07-12,1115,3,3,Online,Soundbar JBL 2.1,Eletrônicos,1826.42,1018.29,5479.26,3054.87,2424.3900000000003
10021,2023-06-12,1953,23,5,Online,Freezer Vertical Consul,Eletrodomésticos,5877.12,3587.57,29385.6,17937.850000000002,11447.749999999996
10022,2025-07-22,858,10,1,Online,Notebook Lenovo ThinkPad i5,Informática,6720.74,3840.64,6720.74,3840.64,2880.1
10023,2025-04-24,566,17,4,Loja Física,Geladeira Brastemp Frost Free,Eletrodomésticos,546.67,374.21,2186.68,1496.84,689.8399999999999
10024,2020-12-29,1679,20,6,Loja Física,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,20700.420000000002,12070.5,8629.920000000002
10025,2021-12-24,2441,7,7,Loja Física,Console PlayStation 5,Eletrônicos,5960.31,3348.83,41722.170000000006,23441.809999999998,18280.360000000008
10026,2022-04-06,994,2,2,Online,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,12815.12,7406.26,5408.860000000001
10027,2023-04-26,1166,15,3,Online,SSD Kingston 1TB NVMe,Informática,5336.48,3570.73,16009.439999999999,10712.19,5297.249999999998
10028,2024-06-25,525,14,4,Online,Impressora HP LaserJet,Informática,4354.16,2728.75,17416.64,10915.0,6501.639999999999
10029,2023-06-30,285,28,6,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,37368.840000000004,22905.78,14463.060000000005
10030,2022-04-16,47,26,6,Loja Física,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,11668.380000000001,8015.52,3652.8600000000006
10031,2024-07-31,918,9,1,Online,Notebook Dell Inspiron i7,Informática,1086.29,653.25,1086.29,653.25,433.03999999999996
10032,2021-12-04,338,12,7,Online,Teclado Mecânico Redragon,Informática,1629.36,1125.69,11405.519999999999,7879.83,3525.6899999999987
10033,2021-02-23,723,27,4,Online,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,20132.52,12142.92,7989.6
10034,2020-07-21,1982,26,7,Online,Cadeira Escritório Presidente,Móveis,1944.73,1335.92,13613.11,9351.44,4261.67
10035,2021-06-04,1737,21,4,Online,Lava e Seca Samsung 11kg,Eletrodomésticos,7766.06,4873.27,31064.24,19493.08,11571.16
10036,2024-08-28,2941,11,7,Online,Mouse Logitech MX Master,Informática,5112.4,3396.06,35786.799999999996,23772.42,12014.379999999997
10037,2024-12-31,2259,2,1,Loja Física,Smart TV LG 50'' UHD,Eletrônicos,6407.56,3703.13,6407.56,3703.13,2704.4300000000003
10038,2023-02-05,1248,28,6,Online,Rack para TV até 65'',Móveis,6228.14,3817.63,37368.840000000004,22905.78,14463.060000000005
10039,2025-02-21,1942,7,4,Loja Física,Console PlayStation 5,Eletrônicos,5960.31,3348.83,23841.24,13395.32,10445.920000000002
10040,2020-06-18,1838,20,4,Online,Micro-ondas Panasonic 34L,Eletrodomésticos,3450.07,2011.75,13800.28,8047.0,5753.280000000001
10041,2020-12-19,1929,27,7,Loja Física,Guarda-Roupa Casal 6 Portas,Móveis,5033.13,3035.73,35231.91,21250.11,13981.800000000003
10042,2021-10-09,555,10,6,Loja Física,Notebook Lenovo ThinkPad i5,Informática,6720.74,3840.64,40324.44,23043.84,17280.600000000002
10043,2020-08-29,1566,16,7,Online,Roteador TP-Link Archer AX,Informática,6915.56,4809.12,48408.920000000006,33663.84,14745.080000000009
10044,2022-10-10,2286,7,1,Online,Console PlayStation 5,Eletrônicos,5960.31,3348.83,5960.31,3348.83,2611.4800000000005
